REGION,JOB_TITLE,SALARY,LOAN_AMOUNT,PERIOD,TARGET
Питер,Экономист,157495,1342256,12,0
Москва,Программист,189242,1882484,24,0
Казань,Экономист,112309,289504,12,1
Казань,Экономист,75614,1009808,12,0
Питер,Бухгалтер,210561,1009808,60,1
Казань,Программист,157495,1674704,108,1
Казань,Бухгалтер,137245,261800,108,1
Москва,Программист,210561,580396,108,1
Питер,Экономист,157495,1411516,24,0
Питер,Бухгалтер,96231,414172,12,0
Казань,Программист,137245,1148328,48,1
Москва,Экономист,137245,511136,48,1
Казань,Экономист,189242,261800,48,1
Питер,Программист,189242,1743964,60,1
Казань,Экономист,96231,635804,48,1
Казань,Экономист,210561,1369960,36,1
Казань,Бухгалтер,96231,1051364,36,0
Москва,Экономист,189242,802028,36,1
Питер,Бухгалтер,137245,483432,48,1
Казань,Программист,189242,1176032,48,1
Казань,Экономист,112309,441876,36,1
Москва,Бухгалтер,75614,1550036,96,1
Москва,Программист,157495,1079068,60,1
Казань,Программист,189242,1148328,72,1
Казань,Экономист,189242,1245292,84,1
Казань,Программист,210561,275652,48,1
Москва,Бухгалтер,75614,1951744,12,0
Казань,Программист,210561,1660852,108,1
Казань,Программист,137245,1162180,84,1
Москва,Программист,157495,1633148,84,1
Казань,Экономист,112309,1674704,36,0
Москва,Программист,210561,663508,84,1
Москва,Экономист,75614,566544,36,1
Питер,Бухгалтер,96231,1771668,96,1
Казань,Программист,157495,372616,108,1
Питер,Программист,89450,663508,72,1
Питер,Бухгалтер,112309,317208,72,1
Москва,Программист,112309,1397664,48,1
Питер,Программист,89450,1369960,60,1
Москва,Экономист,75614,1494628,72,1
Москва,Бухгалтер,210561,621952,48,1
Питер,Экономист,75614,303356,24,1
Москва,Экономист,189242,261800,96,1
Питер,Экономист,89450,511136,72,1
Москва,Бухгалтер,96231,1688556,96,1
Питер,Программист,189242,358764,36,1
Питер,Бухгалтер,112309,802028,48,1
Казань,Экономист,210561,788176,60,1
Москва,Бухгалтер,210561,1827076,108,1
Казань,Бухгалтер,112309,788176,36,1
Казань,Программист,210561,1300700,72,1
Питер,Экономист,137245,1660852,72,1
Москва,Экономист,89450,1868632,84,1
Питер,Бухгалтер,210561,608100,96,1
Москва,Бухгалтер,96231,1702408,84,1
Москва,Экономист,96231,926696,36,1
Москва,Бухгалтер,112309,1730112,72,1
Казань,Программист,210561,1674704,72,1
Казань,Программист,210561,220244,48,1
Питер,Экономист,112309,1037512,84,1
Москва,Экономист,210561,1716260,72,1
Казань,Программист,89450,1106772,36,0
Питер,Экономист,137245,1965596,12,0
Казань,Программист,96231,774324,48,1
Москва,Программист,75614,1799372,108,1
Москва,Программист,157495,400320,108,1
Казань,Экономист,75614,1577740,84,1
Москва,Программист,75614,1176032,84,1
Москва,Бухгалтер,89450,552692,48,1
Казань,Бухгалтер,96231,483432,48,1
Москва,Программист,137245,1383812,84,1
Москва,Экономист,75614,1120624,84,1
Москва,Бухгалтер,157495,414172,60,1
Москва,Бухгалтер,137245,1023660,84,1
Москва,Бухгалтер,89450,1009808,96,1
Питер,Программист,75614,1647000,48,0
Казань,Экономист,189242,1176032,36,1
Москва,Программист,96231,1189884,72,1
Казань,Экономист,137245,1827076,84,1
Москва,Экономист,89450,1328404,72,1
Казань,Бухгалтер,137245,843584,24,1
Москва,Экономист,75614,1342256,60,1
Питер,Бухгалтер,89450,1619296,108,1
Казань,Бухгалтер,75614,1300700,108,1
Москва,Экономист,96231,1716260,48,0
Казань,Экономист,96231,1079068,12,0
Москва,Программист,112309,1425368,72,1
Москва,Бухгалтер,75614,898992,60,1
Питер,Экономист,112309,1425368,48,1
Казань,Экономист,96231,1189884,36,0
Москва,Бухгалтер,157495,1965596,12,0
Питер,Программист,137245,677360,48,1
Казань,Программист,210561,857436,84,1
Казань,Программист,89450,1272996,108,1
Москва,Бухгалтер,89450,1134476,96,1
Казань,Программист,189242,1023660,108,1
Питер,Экономист,112309,538840,12,0
Москва,Экономист,157495,1813224,12,0
Москва,Программист,89450,1092920,108,1
Москва,Бухгалтер,112309,1148328,72,1
Москва,Программист,112309,1369960,12,0
Казань,Экономист,189242,857436,24,1
Казань,Экономист,189242,1356108,24,1
Питер,Программист,112309,1411516,48,1
Питер,Бухгалтер,210561,1425368,108,1
Москва,Программист,189242,247948,60,1
Москва,Программист,96231,497284,36,1
Казань,Экономист,189242,968252,72,1
Питер,Бухгалтер,112309,635804,60,1
Казань,Программист,137245,691212,84,1
Москва,Программист,210561,580396,96,1
Питер,Программист,112309,1757816,96,1
Казань,Программист,112309,1425368,72,1
Питер,Бухгалтер,89450,871288,36,1
Питер,Экономист,112309,538840,72,1
Казань,Бухгалтер,210561,386468,84,1
Москва,Экономист,157495,1563888,36,1
Питер,Программист,75614,1979448,84,0
Казань,Программист,210561,220244,60,1
Казань,Экономист,137245,1106772,108,1
Питер,Экономист,96231,871288,36,1
Москва,Бухгалтер,210561,1342256,108,1
Казань,Экономист,96231,1272996,96,1
Питер,Экономист,75614,1716260,72,0
Казань,Бухгалтер,112309,1397664,24,0
Москва,Программист,112309,1771668,108,1
Москва,Бухгалтер,75614,1106772,72,1
Москва,Экономист,75614,885140,12,0
Питер,Бухгалтер,137245,1023660,60,1
Москва,Экономист,75614,1813224,96,1
Москва,Бухгалтер,89450,1092920,96,1
Москва,Бухгалтер,157495,1508480,108,1
Москва,Экономист,189242,1037512,12,0
Питер,Программист,210561,1120624,84,1
Москва,Бухгалтер,112309,1480776,108,1
Москва,Бухгалтер,96231,275652,96,1
Москва,Экономист,189242,247948,12,1
Питер,Экономист,96231,1162180,36,0
Москва,Бухгалтер,89450,746620,24,0
Питер,Бухгалтер,112309,1937892,60,1
Казань,Программист,157495,1591592,84,1
Москва,Программист,157495,372616,60,1
Казань,Программист,89450,303356,84,1
Казань,Экономист,157495,566544,48,1
Казань,Бухгалтер,96231,1272996,48,1
Казань,Бухгалтер,89450,1633148,72,1
Казань,Экономист,75614,1743964,60,0
Питер,Программист,89450,1259144,36,0
Питер,Программист,75614,206392,108,1
Казань,Экономист,210561,1660852,12,0
Питер,Программист,137245,829732,108,1
Москва,Экономист,189242,1245292,12,0
Казань,Бухгалтер,96231,469580,60,1
Казань,Экономист,157495,1924040,84,1
Москва,Бухгалтер,112309,1508480,96,1
Москва,Программист,189242,1605444,96,1
Москва,Экономист,137245,1314552,84,1
Казань,Экономист,96231,455728,84,1
Питер,Бухгалтер,210561,1840928,96,1
Москва,Экономист,96231,1314552,108,1
Питер,Программист,112309,1896336,36,0
Питер,Бухгалтер,157495,414172,72,1
Питер,Бухгалтер,189242,843584,36,1
Москва,Бухгалтер,112309,1425368,108,1
Казань,Программист,210561,1079068,84,1
Питер,Экономист,96231,1259144,60,1
Москва,Экономист,96231,1148328,60,1
Питер,Бухгалтер,157495,1120624,36,1
Питер,Экономист,210561,1037512,96,1
Москва,Экономист,75614,594248,72,1
Москва,Экономист,112309,1591592,60,1
Москва,Бухгалтер,189242,885140,60,1
Казань,Бухгалтер,112309,954400,84,1
Казань,Экономист,189242,1356108,24,1
Питер,Бухгалтер,157495,441876,84,1
Москва,Экономист,137245,566544,60,1
Москва,Бухгалтер,112309,829732,36,1
Питер,Экономист,112309,1882484,108,1
Казань,Экономист,96231,1300700,96,1
Питер,Экономист,189242,538840,108,1
Москва,Экономист,157495,815880,60,1
Казань,Бухгалтер,157495,1508480,24,0
Москва,Экономист,96231,1369960,60,1
Питер,Бухгалтер,189242,1993300,108,1
Казань,Экономист,189242,441876,48,1
Казань,Программист,157495,1868632,48,1
Москва,Экономист,157495,261800,72,1
Казань,Экономист,89450,1425368,84,1
Питер,Экономист,210561,635804,84,1
Казань,Программист,189242,1868632,60,1
Москва,Бухгалтер,96231,524988,12,0
Питер,Бухгалтер,96231,1757816,96,1
Москва,Экономист,189242,1106772,12,0
Казань,Экономист,75614,1494628,36,0
Питер,Экономист,157495,1757816,36,0
Питер,Бухгалтер,112309,1702408,108,1
Москва,Бухгалтер,75614,1951744,108,1
Москва,Экономист,89450,275652,60,1
Питер,Экономист,75614,1134476,108,1
Питер,Бухгалтер,96231,829732,24,0
Питер,Бухгалтер,189242,1924040,84,1
Питер,Бухгалтер,157495,1439220,12,0
Казань,Экономист,157495,1757816,48,1
Казань,Бухгалтер,96231,1009808,96,1
Питер,Экономист,189242,1369960,12,0
Москва,Экономист,112309,1079068,60,1
Питер,Программист,89450,968252,48,1
Казань,Бухгалтер,210561,760472,72,1
Казань,Бухгалтер,96231,1868632,48,0
Москва,Программист,189242,995956,72,1
Казань,Экономист,75614,1383812,48,0
Казань,Бухгалтер,137245,1508480,12,0
Питер,Экономист,96231,469580,108,1
Казань,Бухгалтер,157495,289504,48,1
Питер,Программист,96231,732768,96,1
Питер,Бухгалтер,137245,414172,24,1
Москва,Бухгалтер,157495,1924040,72,1
Москва,Программист,137245,372616,108,1
Питер,Экономист,75614,1716260,24,0
Москва,Бухгалтер,157495,635804,24,1
Казань,Экономист,189242,705064,108,1
Казань,Программист,157495,372616,60,1
Москва,Бухгалтер,89450,1965596,60,0
Питер,Программист,75614,441876,60,1
Казань,Экономист,96231,843584,12,0
Москва,Экономист,210561,358764,48,1
Казань,Бухгалтер,75614,815880,36,1
Казань,Бухгалтер,137245,1937892,60,1
Москва,Бухгалтер,189242,705064,48,1
Москва,Экономист,75614,1259144,36,0
Питер,Бухгалтер,157495,428024,24,1
Питер,Экономист,112309,428024,84,1
Казань,Бухгалтер,189242,538840,12,1
Москва,Программист,89450,344912,24,1
Москва,Бухгалтер,96231,705064,96,1
Москва,Бухгалтер,89450,968252,60,1
Питер,Программист,137245,1660852,36,0
Москва,Программист,137245,566544,48,1
Казань,Программист,157495,206392,108,1
Москва,Программист,96231,608100,72,1
Москва,Бухгалтер,89450,1882484,12,0
Казань,Программист,96231,1439220,24,0
Питер,Программист,157495,1106772,48,1
Питер,Бухгалтер,210561,1633148,72,1
Питер,Программист,75614,441876,60,1
Казань,Программист,137245,1647000,24,0
Питер,Бухгалтер,96231,649656,84,1
Питер,Бухгалтер,89450,1286848,84,1
Питер,Экономист,210561,220244,60,1
Москва,Программист,210561,1840928,84,1
Казань,Бухгалтер,96231,1799372,36,0
Казань,Бухгалтер,157495,1286848,96,1
Питер,Экономист,137245,1051364,36,1
Москва,Программист,75614,206392,48,1
Москва,Бухгалтер,96231,1536184,12,0
Питер,Бухгалтер,112309,220244,96,1
Казань,Бухгалтер,157495,1023660,24,1
Питер,Бухгалтер,96231,926696,108,1
Питер,Программист,75614,1508480,48,0
Казань,Программист,137245,1924040,24,0
Питер,Бухгалтер,96231,358764,84,1
Питер,Бухгалтер,137245,566544,84,1
Питер,Программист,112309,1369960,36,0
Москва,Экономист,137245,1203736,84,1
Москва,Экономист,157495,1577740,96,1
Москва,Программист,75614,635804,72,1
Москва,Экономист,210561,649656,60,1
Казань,Бухгалтер,137245,1937892,60,1
Москва,Программист,137245,1868632,96,1
Казань,Бухгалтер,75614,1647000,60,0
Казань,Программист,157495,1743964,84,1
Москва,Бухгалтер,157495,1771668,84,1
Казань,Бухгалтер,210561,995956,108,1
Казань,Экономист,89450,677360,60,1
Казань,Экономист,137245,1009808,96,1
Питер,Экономист,75614,1189884,12,0
Питер,Программист,189242,441876,12,1
Питер,Экономист,210561,192540,84,1
Москва,Бухгалтер,96231,1314552,84,1
Казань,Экономист,137245,954400,72,1
Питер,Бухгалтер,157495,1508480,108,1
Казань,Бухгалтер,189242,1937892,72,1
Москва,Бухгалтер,157495,1660852,36,1
Казань,Бухгалтер,210561,871288,48,1
Казань,Бухгалтер,157495,1633148,12,0
Питер,Программист,189242,677360,60,1
Питер,Бухгалтер,137245,718916,24,1
Питер,Экономист,137245,788176,60,1
Питер,Экономист,112309,414172,72,1
Казань,Программист,210561,1369960,12,0
Казань,Экономист,89450,1231440,84,1
Москва,Программист,189242,1633148,108,1
Москва,Программист,157495,1591592,48,1
Москва,Экономист,75614,732768,84,1
Москва,Экономист,96231,1591592,12,0
Питер,Программист,157495,372616,60,1
Москва,Программист,210561,1051364,96,1
Москва,Бухгалтер,89450,1785520,60,0
Казань,Экономист,137245,1854780,12,0
Москва,Программист,96231,552692,36,1
Москва,Программист,96231,261800,108,1
Казань,Программист,189242,1785520,24,0
Питер,Бухгалтер,157495,331060,72,1
Москва,Программист,89450,1688556,84,1
Москва,Бухгалтер,137245,1799372,84,1
Питер,Бухгалтер,137245,358764,36,1
Питер,Экономист,75614,1633148,84,1
Питер,Программист,189242,400320,96,1
Москва,Экономист,189242,635804,108,1
Питер,Программист,89450,1494628,24,0
Питер,Программист,137245,1702408,24,0
Москва,Экономист,89450,968252,108,1
Питер,Экономист,137245,1272996,84,1
Питер,Экономист,210561,1328404,36,1
Питер,Программист,89450,940548,108,1
Питер,Программист,75614,317208,96,1
Казань,Бухгалтер,112309,524988,72,1
Питер,Программист,189242,760472,12,0
Казань,Бухгалтер,112309,1743964,108,1
Казань,Программист,89450,1813224,24,0
Питер,Программист,210561,400320,48,1
Питер,Программист,210561,289504,36,1
Питер,Экономист,89450,912844,108,1
Питер,Бухгалтер,189242,1563888,24,0
Питер,Бухгалтер,96231,608100,36,1
Москва,Бухгалтер,157495,1009808,12,0
Москва,Бухгалтер,137245,1993300,72,1
Казань,Бухгалтер,189242,1577740,96,1
Казань,Бухгалтер,157495,1051364,36,1
Питер,Программист,137245,1328404,36,1
Казань,Программист,189242,1494628,72,1
Казань,Программист,189242,192540,12,1
Казань,Программист,189242,1176032,36,1
Москва,Программист,210561,1065216,36,1
Питер,Программист,189242,995956,12,0
Москва,Бухгалтер,75614,1771668,36,0
Питер,Бухгалтер,112309,1813224,12,0
Питер,Экономист,89450,1647000,60,0
Казань,Экономист,96231,1827076,60,0
Москва,Экономист,96231,843584,48,1
Питер,Экономист,137245,1203736,12,0
Москва,Бухгалтер,157495,926696,108,1
Москва,Экономист,96231,815880,36,1
Питер,Бухгалтер,75614,344912,24,1
Питер,Бухгалтер,75614,1730112,48,0
Москва,Программист,189242,1065216,96,1
Москва,Бухгалтер,75614,524988,24,1
Питер,Бухгалтер,89450,1522332,12,0
Казань,Экономист,157495,1508480,36,1
Питер,Программист,75614,1480776,84,1
Казань,Экономист,157495,247948,36,1
Москва,Бухгалтер,137245,1466924,72,1
Казань,Программист,157495,912844,48,1
Казань,Экономист,112309,455728,84,1
Питер,Бухгалтер,89450,663508,48,1
Москва,Бухгалтер,112309,234096,84,1
Москва,Бухгалтер,137245,732768,12,0
Питер,Экономист,89450,1079068,36,0
Казань,Программист,189242,1951744,108,1
Москва,Экономист,75614,1259144,60,1
Москва,Экономист,75614,594248,60,1
Питер,Экономист,112309,358764,24,1
Москва,Программист,89450,982104,72,1
Москва,Программист,157495,1757816,60,1
Казань,Программист,137245,1453072,84,1
Питер,Бухгалтер,96231,1411516,96,1
Питер,Экономист,210561,635804,96,1
Казань,Экономист,96231,1203736,96,1
Питер,Бухгалтер,157495,1328404,36,1
Питер,Экономист,96231,1120624,24,0
Питер,Программист,137245,441876,72,1
Питер,Экономист,210561,1854780,48,1
Москва,Программист,137245,1106772,96,1
Москва,Экономист,157495,968252,72,1
Питер,Бухгалтер,189242,1910188,48,1
Казань,Бухгалтер,96231,1079068,60,1
Казань,Экономист,189242,372616,48,1
Москва,Программист,157495,1272996,60,1
Казань,Программист,112309,912844,48,1
Москва,Программист,89450,691212,36,1
Москва,Программист,210561,1245292,36,1
Москва,Экономист,157495,1882484,24,0
Казань,Экономист,112309,732768,12,0
Казань,Экономист,137245,1702408,60,1
Питер,Экономист,89450,497284,96,1
Питер,Бухгалтер,75614,732768,12,0
Питер,Бухгалтер,189242,1369960,108,1
Москва,Программист,137245,1937892,24,0
Москва,Программист,137245,1716260,24,0
Питер,Экономист,210561,663508,84,1
Питер,Экономист,112309,1051364,96,1
Казань,Экономист,210561,289504,96,1
Питер,Экономист,112309,663508,96,1
Москва,Бухгалтер,112309,1688556,84,1
Москва,Бухгалтер,112309,1785520,60,1
Питер,Программист,210561,1979448,36,1
Москва,Программист,137245,1065216,108,1
Питер,Бухгалтер,137245,1300700,84,1
Казань,Программист,137245,331060,12,1
Казань,Программист,210561,1827076,108,1
Москва,Бухгалтер,157495,1009808,108,1
Москва,Программист,96231,552692,84,1
Москва,Бухгалтер,189242,331060,12,1
Казань,Бухгалтер,157495,1148328,60,1
Казань,Экономист,75614,705064,60,1
Питер,Программист,96231,275652,72,1
Москва,Программист,210561,441876,12,1
Казань,Экономист,189242,331060,96,1
Москва,Программист,89450,206392,108,1
Питер,Экономист,137245,1176032,72,1
Казань,Бухгалтер,137245,663508,108,1
Москва,Бухгалтер,75614,192540,60,1
Москва,Бухгалтер,96231,1328404,48,1
Москва,Программист,75614,1550036,96,1
Москва,Программист,157495,788176,24,1
Питер,Экономист,96231,331060,12,1
Казань,Экономист,96231,483432,24,1
Москва,Бухгалтер,96231,400320,84,1
Питер,Бухгалтер,210561,192540,96,1
Москва,Экономист,210561,1550036,72,1
Москва,Экономист,89450,1051364,24,0
Питер,Бухгалтер,96231,1771668,96,1
Казань,Экономист,137245,386468,72,1
Москва,Бухгалтер,189242,635804,12,1
Москва,Бухгалтер,189242,1037512,24,1
Казань,Бухгалтер,137245,1605444,24,0
Казань,Бухгалтер,189242,746620,24,1
Казань,Бухгалтер,112309,220244,12,1
Питер,Экономист,157495,829732,48,1
Москва,Бухгалтер,89450,1439220,72,1
Казань,Экономист,112309,594248,24,1
Казань,Экономист,137245,843584,84,1
Москва,Экономист,75614,1411516,96,1
Питер,Экономист,96231,372616,84,1
Питер,Экономист,89450,1647000,12,0
Москва,Экономист,112309,1591592,60,1
Казань,Экономист,210561,829732,72,1
Питер,Бухгалтер,189242,331060,72,1
Питер,Экономист,89450,1868632,96,1
Казань,Программист,112309,1882484,24,0
Казань,Программист,157495,705064,48,1
Москва,Бухгалтер,210561,1383812,96,1
Питер,Экономист,112309,1120624,96,1
Казань,Бухгалтер,75614,358764,36,1
Москва,Бухгалтер,189242,1286848,48,1
Москва,Бухгалтер,96231,1840928,36,0
Казань,Экономист,89450,1979448,96,1
Казань,Бухгалтер,96231,1120624,60,1
Москва,Экономист,157495,552692,60,1
Казань,Бухгалтер,137245,1910188,96,1
Москва,Экономист,137245,1716260,36,0
Питер,Программист,75614,580396,60,1
Казань,Экономист,189242,1245292,84,1
Питер,Программист,96231,608100,48,1
Казань,Экономист,137245,1494628,72,1
Москва,Бухгалтер,210561,1383812,24,1
Москва,Экономист,75614,635804,12,0
Москва,Бухгалтер,189242,1300700,72,1
Москва,Программист,137245,1550036,72,1
Москва,Программист,189242,414172,12,1
Питер,Бухгалтер,210561,871288,108,1
Питер,Программист,89450,1743964,24,0
Москва,Экономист,137245,1494628,72,1
Москва,Экономист,137245,1508480,60,1
Питер,Программист,137245,511136,108,1
Москва,Бухгалтер,137245,1674704,60,1
Казань,Бухгалтер,89450,289504,60,1
Москва,Бухгалтер,75614,594248,36,1
Казань,Экономист,89450,1550036,48,0
Москва,Экономист,189242,1924040,72,1
Москва,Экономист,210561,192540,96,1
Питер,Экономист,96231,954400,36,1
Казань,Программист,112309,1356108,96,1
Москва,Бухгалтер,137245,1854780,84,1
Москва,Бухгалтер,89450,1563888,96,1
Казань,Программист,137245,1120624,24,0
Питер,Бухгалтер,157495,1951744,36,0
Питер,Бухгалтер,112309,982104,12,0
Питер,Экономист,112309,1647000,48,0
Казань,Бухгалтер,189242,1674704,72,1
Казань,Бухгалтер,75614,857436,108,1
Питер,Программист,137245,1369960,72,1
Москва,Экономист,75614,1037512,12,0
Москва,Бухгалтер,89450,732768,108,1
Москва,Экономист,210561,1231440,60,1
Казань,Бухгалтер,75614,1757816,72,0
Казань,Экономист,189242,1356108,24,1
Казань,Экономист,96231,746620,24,0
Москва,Экономист,112309,1619296,96,1
Питер,Экономист,75614,1688556,108,1
Питер,Экономист,75614,1854780,72,0
Москва,Экономист,157495,1259144,84,1
Москва,Программист,112309,1120624,24,0
Москва,Программист,189242,1868632,60,1
Казань,Программист,75614,1314552,36,0
Казань,Программист,157495,538840,48,1
Казань,Бухгалтер,89450,1189884,96,1
Москва,Бухгалтер,75614,885140,12,0
Питер,Программист,157495,1051364,12,0
Казань,Бухгалтер,112309,1286848,84,1
Питер,Экономист,112309,1466924,12,0
Казань,Программист,157495,982104,48,1
Питер,Бухгалтер,210561,912844,24,1
Питер,Программист,89450,815880,36,1
Казань,Программист,210561,1522332,84,1
Питер,Экономист,157495,1702408,48,1
Москва,Программист,189242,1743964,72,1
Казань,Программист,210561,594248,96,1
Москва,Экономист,189242,234096,108,1
Москва,Программист,157495,1328404,36,1
Москва,Программист,157495,1342256,48,1
Питер,Бухгалтер,157495,1356108,36,1
Казань,Программист,96231,677360,84,1
Питер,Бухгалтер,89450,1660852,72,1
Питер,Экономист,137245,566544,96,1
Москва,Бухгалтер,157495,317208,60,1
Казань,Бухгалтер,112309,912844,72,1
Питер,Бухгалтер,189242,1259144,36,1
Питер,Программист,112309,1356108,24,0
Москва,Экономист,189242,677360,48,1
Казань,Бухгалтер,137245,400320,72,1
Казань,Экономист,210561,982104,84,1
Москва,Программист,210561,594248,60,1
Питер,Бухгалтер,75614,1051364,48,1
Питер,Программист,157495,344912,72,1
Москва,Программист,89450,1785520,108,1
Казань,Бухгалтер,75614,566544,84,1
Питер,Бухгалтер,210561,1106772,108,1
Москва,Экономист,96231,511136,36,1
Питер,Программист,189242,1743964,60,1
Питер,Бухгалтер,157495,1937892,96,1
Питер,Бухгалтер,157495,1660852,108,1
Питер,Программист,89450,1896336,96,1
Казань,Экономист,75614,1674704,96,1
Москва,Программист,157495,1466924,48,1
Казань,Экономист,96231,898992,36,1
Казань,Бухгалтер,75614,1716260,108,1
Питер,Программист,112309,635804,48,1
Казань,Программист,137245,829732,60,1
Питер,Экономист,157495,1065216,108,1
Питер,Бухгалтер,75614,1037512,108,1
Москва,Бухгалтер,157495,1051364,96,1
Казань,Программист,189242,829732,24,1
Казань,Программист,210561,1092920,60,1
Питер,Программист,137245,1356108,12,0
Москва,Программист,189242,1466924,72,1
Питер,Программист,96231,1827076,24,0
Москва,Программист,112309,1300700,36,0
Питер,Экономист,96231,428024,72,1
Казань,Бухгалтер,112309,954400,60,1
Питер,Экономист,137245,1425368,72,1
Москва,Экономист,137245,1009808,12,0
Казань,Программист,189242,1009808,12,0
Питер,Программист,112309,358764,108,1
Казань,Экономист,210561,538840,84,1
Казань,Программист,89450,1799372,96,1
Казань,Экономист,157495,1023660,108,1
Казань,Программист,137245,1065216,84,1
Казань,Экономист,137245,1979448,48,0
Москва,Экономист,75614,635804,48,1
Казань,Экономист,189242,303356,12,1
Москва,Экономист,137245,1813224,24,0
Питер,Бухгалтер,112309,1716260,24,0
Питер,Бухгалтер,137245,663508,60,1
Питер,Бухгалтер,112309,1286848,96,1
Казань,Программист,96231,982104,12,0
Питер,Бухгалтер,189242,649656,48,1
Питер,Программист,96231,386468,84,1
Питер,Бухгалтер,112309,566544,12,0
Казань,Экономист,75614,1924040,48,0
Казань,Программист,137245,247948,12,1
Москва,Экономист,189242,982104,24,1
Москва,Программист,157495,1854780,96,1
Питер,Экономист,75614,635804,84,1
Питер,Программист,112309,1314552,84,1
Москва,Бухгалтер,96231,469580,24,1
Казань,Программист,137245,1550036,48,1
Питер,Экономист,89450,829732,48,1
Питер,Бухгалтер,96231,1882484,84,1
Питер,Экономист,157495,1619296,12,0
Казань,Программист,112309,1619296,12,0
Питер,Экономист,75614,746620,84,1
Москва,Программист,137245,1508480,72,1
Казань,Экономист,75614,621952,36,1
Казань,Программист,75614,1771668,84,1
Казань,Бухгалтер,137245,1176032,24,0
Питер,Бухгалтер,89450,1065216,36,0
Питер,Программист,112309,1896336,24,0
Казань,Экономист,157495,1633148,12,0
Питер,Экономист,157495,1536184,36,1
Казань,Экономист,157495,1356108,96,1
Казань,Бухгалтер,157495,1813224,108,1
Казань,Бухгалтер,112309,1536184,48,1
Москва,Бухгалтер,137245,926696,96,1
Казань,Бухгалтер,189242,1577740,12,0
Казань,Экономист,96231,788176,24,0
Москва,Экономист,89450,1369960,24,0
Питер,Бухгалтер,210561,1536184,84,1
Казань,Программист,157495,982104,12,0
Москва,Программист,75614,1965596,24,0
Питер,Экономист,137245,1605444,96,1
Москва,Бухгалтер,96231,1453072,36,0
Москва,Экономист,157495,538840,48,1
Питер,Программист,157495,1577740,60,1
Казань,Бухгалтер,210561,1702408,48,1
Москва,Экономист,137245,206392,108,1
Москва,Экономист,210561,1286848,12,0
Москва,Программист,89450,1342256,84,1
Москва,Экономист,157495,1508480,96,1
Питер,Экономист,89450,1522332,12,0
Москва,Бухгалтер,137245,1827076,84,1
Питер,Программист,189242,1910188,24,0
Казань,Бухгалтер,112309,1716260,96,1
Москва,Программист,210561,1425368,48,1
Казань,Экономист,137245,635804,84,1
Казань,Программист,89450,1924040,36,0
Москва,Экономист,89450,732768,12,0
Москва,Бухгалтер,210561,1951744,96,1
Москва,Программист,137245,220244,60,1
Питер,Программист,157495,1896336,24,0
Москва,Бухгалтер,89450,1827076,36,0
Москва,Программист,189242,1771668,96,1
Питер,Бухгалтер,75614,552692,24,0
Москва,Программист,75614,1951744,60,0
Казань,Экономист,75614,1328404,24,0
Питер,Экономист,75614,1799372,72,0
Казань,Бухгалтер,75614,1023660,36,0
Москва,Бухгалтер,75614,718916,24,0
Москва,Программист,96231,303356,24,1
Питер,Программист,137245,1397664,36,1
Москва,Бухгалтер,210561,1577740,108,1
Москва,Бухгалтер,137245,746620,48,1
Москва,Бухгалтер,210561,1882484,12,0
Питер,Бухгалтер,89450,774324,24,0
Казань,Бухгалтер,96231,815880,24,0
Казань,Бухгалтер,75614,1453072,36,0
Москва,Экономист,157495,1577740,36,1
Питер,Программист,96231,1743964,36,0
Москва,Экономист,157495,234096,48,1
Казань,Экономист,75614,1951744,24,0
Казань,Бухгалтер,157495,774324,108,1
Казань,Бухгалтер,89450,1189884,72,1
Питер,Программист,75614,1882484,84,1
Питер,Программист,189242,1660852,12,0
Питер,Программист,189242,1383812,36,1
Питер,Программист,89450,192540,60,1
Москва,Бухгалтер,89450,358764,24,1
Москва,Бухгалтер,75614,1965596,72,0
Казань,Экономист,96231,1176032,60,1
Казань,Экономист,89450,206392,36,1
Питер,Программист,137245,843584,60,1
Москва,Экономист,112309,1785520,72,1
Москва,Бухгалтер,89450,247948,84,1
Казань,Программист,137245,1176032,72,1
Питер,Экономист,75614,1868632,96,1
Казань,Программист,189242,455728,36,1
Казань,Программист,210561,1840928,36,1
Казань,Экономист,137245,1328404,72,1
Питер,Бухгалтер,112309,926696,48,1
Питер,Бухгалтер,75614,1536184,12,0
Казань,Бухгалтер,112309,1508480,72,1
Питер,Программист,157495,261800,36,1
Москва,Экономист,89450,1120624,24,0
Питер,Бухгалтер,89450,829732,96,1
Москва,Программист,75614,428024,48,1
Казань,Бухгалтер,96231,843584,72,1
Москва,Бухгалтер,96231,815880,12,0
Москва,Программист,112309,455728,24,1
Питер,Экономист,157495,469580,60,1
Москва,Экономист,157495,1605444,96,1
Москва,Бухгалтер,137245,1550036,96,1
Москва,Программист,75614,483432,48,1
Казань,Бухгалтер,89450,1813224,48,0
Казань,Бухгалтер,75614,1536184,24,0
Питер,Экономист,112309,1896336,12,0
Москва,Программист,112309,1799372,36,0
Москва,Бухгалтер,75614,635804,108,1
Казань,Экономист,189242,1799372,96,1
Москва,Программист,210561,746620,72,1
Казань,Бухгалтер,210561,926696,60,1
Питер,Бухгалтер,137245,1910188,36,0
Питер,Бухгалтер,210561,1231440,72,1
Питер,Экономист,137245,511136,84,1
Казань,Экономист,112309,968252,24,0
Москва,Бухгалтер,96231,1854780,84,1
Москва,Экономист,112309,1688556,108,1
